Name,pmid,shorthand
Caenorhabditis,20823339,C.
Rotylenchulus,20845024,R.
Canis,20854277,C.
Drosophila,20855573,D.
Bactrocera,20857713,B.
Madracis,20863897,M.
Caranx,20881031,C.
Haliotis,20938796,H.
Heliothis,20946534,H.
Drosophila,20958812,D.
Amblyomma,20972702,A.
Alosa,21039495,A.
Canis,21040036,C.
Ciona,21044056,C.
Geospiza,21048082,G.
Mamestra,21061991,M.
Cabeza,21061991,C.
Larus,21067625,L.
Amblyseius,21072570,A.
Frankliniella,21072570,F.
Dreissena,21077373,D.
Drosophila,21079940,D.
Lissotriton,21081968,L.
Drosophila,21121913,D.
Drosophila,21144061,D.
Xiphophorus,21210879,X.
Toxoptera,21225429,T.
Ivia,21225429,I.
Botanophila,21244433,B.
Mustela,21244536,M.
Anaxyrus,21255664,A.
Orius,21265614,O.
Heteroptera,21265614,H.
Papio,21274900,P.
Amblyomma,21286933,A.
Anopheles,21292978,A.
Daphnia,21294799,D.
Eulemur,21312177,E.
Salmo,21325021,S.
Ophthalmotilapia,21325093,O.
Mytilus,21360686,M.
Anguilla,21396126,A.
Carcinus,21423759,C.
Solea,21426433,S.
Alectoris,21429120,A.
Dendroica,21435063,D.
Drosophila,21443648,D.
Steinernema,21447341,S.
Crocodylus,21462351,C.
Lepus,21463697,L.
Kikihia,21471306,K.
Astyanax,21474315,A.
Bemisia,21476990,B.
Canis,21486372,C.
Drosophila,21540637,D.
Cyprinella,21541803,C.
Gryllus,21573165,G.
Oryzias,21587303,O.
Pterodroma,21655247,P.
Arion,21656300,A.
Noctua,21656300,N.
Metrioptera,21656300,M.
Gastrophysa,21656300,G.
Triatoma,21661335,T.
Phyllosoma,21661335,P.
Meccus,21661335,M.
Cynoscion,21670172,C.
Maccullochella,21722117,M.
Lepus,21729051,L.
Drosophila,21729052,D.
Dendroica,21739625,D.
Daphnia,21756366,D.
Nasutitermes,21761130,N.
Passer,21762432,P.
Lymnaea,21767319,L.
Ischnura,21767355,I.
Fasciola,21767436,F.
Passer,21771138,P.
Tamiasciurus,21771139,T.
Ostrinia,21772289,O.
Mus,21782438,M.
Liolaemus,21798358,L.
Anopheles,21836185,A.
Felis,21846752,F.
Erinaceus,21863052,E.
Tamias,21878471,T.
Neotamias,21878471,N.
Cyanistes,21880092,C.
Drosophila,21900263,D.
Xenopus,21914783,X.
Atrina,21923775,A.
Anopheles,21933220,A.
Rhinella,21939538,R.
Heliothis,21948202,H.
Sceloporus,21980539,S.
Oreochromis,21982852,O.
Microcebus,21989384,M.
Oreochromis,22006805,O.
Sarotherodon,22006805,S.
Tigriopus,22016434,T.
Macquaria,22026603,M.
Poecilia,22061426,P.
Gryllus,22092687,G.
Chlamys,22110617,C.
Mimachlamys,22110617,M.
Altica,22110767,A.
Mus,22116807,M.
Peromyscus,22116807,P.
Hylobates,22127502,H.
Scaphirhynchus,22141890,S.
Meretrix,22160517,M.
Maruca,22179194,M.
Megalurothrips,22179194,M.
Clavigralla,22179194,C.
Marenzelleria,22185356,M.
Sitta,22192449,S.
Heteronotia,22192477,H.
Drosophila,22201171,D.
Kerria,22221325,K.
Drosophila,22224901,D.
Lissotriton,22268859,L.
Cyprinodon,22269008,C.
Octomys,22272977,O.
Octodontomys,22272977,O.
Tympanoctomys,22272977,T.
Pipanacoctomys,22272977,P.
Ficus,22281208,F.
Ogasawara,22281208,O.
Pundamilia,22289206,P.
Mbipia,22289206,M.
Taenia,22301089,T.
Ellobius,22343488,E.
Microtus,22343488,M.
Drosophila,22353244,D.
Bemisia,22377396,B.
Ischnura,22380433,I.
Colias,22380442,C.
Sorex,22380446,S.
Acrocephalus,22384052,A.
Drosophila,22384069,D.
Carassius,22420218,C.
Tinca,22420218,T.
Drosophila,22457639,D.
Ramphocelus,22458210,R.
Caenorhabditis,22486697,C.
Ochthebius,22486705,O.
Solenopsis,22492489,S.
Xiphophorus,22494472,X.
Frankliniella,22509325,F.
Coregonus,22509795,C.
Cliona,22510309,C.
Pione,22510309,P.
Lepidorhombus,22511945,L.
Oligosoma,22511953,O.
Chthamalus,22523127,C.
Rhipicephalus,22527838,R.
Xiphophorus,22529936,X.
Drosophila,22534282,D.
Colossoma,22534749,C.
Solenopsis,22548254,S.
Drosophila,22548254,D.
Cyprinus,22559965,C.
Spermophilus,22567871,S.
Rattus,22607228,R.
Pelophylax,22639804,P.
Caenorhabditis,22649079,C.
Pseudoboletia,22671540,P.
Caliothrips,22676974,C.
Cataglyphis,22683263,C.
Xenopus,22687652,X.
Drosophila,22694106,D.
Heliconius,22737081,H.
Lycaeides,22759293,L.
Drosophila,22759294,D.
Drosophila,22761593,D.
Eretmochelys,22780882,E.
Caretta,22780882,C.
Lepidochelys,22780882,L.
Chelonia,22780882,C.
Gyrodactylus,22808040,G.
Poecilia,22808040,P.
Clethrionomys,22813593,C.
Drosophila,22820383,D.
Drosophila,22823479,D.
Xiphophorus,22827312,X.
Carabus,22830331,C.
Drosophila,22844069,D.
Brachionus,22852831,B.
Culex,22869630,C.
Macaca,22875578,M.
Lonchophylla,22882351,L.
Anopheles,22882458,A.
Hylobates,22892937,H.
Oryzias,22897961,O.
Xiphophorus,22924335,X.
Bos,22938774,B.
Galerella,22940151,G.
Culex,22951738,C.
Caenorhabditis,22952761,C.
Caenorhabditis,22952781,C.
Drosophila,22952802,D.
Drosophila,22966762,D.
Tribolium,22976014,T.
Triturus,23013483,T.
Microtus,23017079,M.
Acanthopagrus,23020560,A.
Lucania,23025611,L.
Anopheles,23068991,A.
Apis,23079828,A.
Tongeia,23085677,T.
Heliothis,23106701,H.
Heliocidaris,23106717,H.
Montastraea,23107066,M.
Canis,23163531,C.
Gryllus,23172857,G.
Drosophila,23189033,D.
Mytilus,23199184,M.
Pseudoplatystoma,23208250,P.
Cataglyphis,23216892,C.
Siniperca,23224590,S.
Alouatta,23225250,A.
Cochliomyia,23270181,C.
Rattus,23278980,R.
Heliothis,23294019,H.
Litoria,23294099,L.
Gryllus,23294288,G.
Anaxyrus,23300785,A.
Naso,23305496,N.
Salmo,23331146,S.
Gyrodactylus,23331146,G.
Squaliobarbus,23350634,S.
Ctenopharyngodon,23350634,C.
Trachemys,23353072,T.
Anopheles,23360106,A.
Xiphophorus,23360326,X.
Pteronotus,23360354,P.
Lissotriton,23379646,L.
Paragonimus,23384812,P.
Topo,23384812,T.
Ba,23389776,B.
Nasonia,23390597,N.
Schistocephalus,23390985,S.
Culex,23401941,C.
Culex,23401946,C.
Culex,23401948,C.
Culex,23401949,C.
Stigmaeopsis,23404178,S.
Gryllus,23410054,G.
Ictalurus,23435177,I.
Tyria,23435642,T.
Manacus,23441849,M.
Apidae,23443762,A.
Picinguaba,23443762,P.
Anchieta,23443762,A.
Euglossa,23443762,E.
Eulaema,23443762,E.
Etheostoma,23443763,E.
Phratora,23456345,P.
Acropora,23457605,A.
Culex,23466890,C.
Takifugu,23520511,T.
Ficedula,23576780,F.
Luscinia,23577089,L.
Drosophila,23593487,D.
Schistosoma,23593513,S.
Argopecten,23620828,A.
Drosophila,23639891,D.
Gasterosteus,23663028,G.
Pungitius,23663028,P.
Anolis,23663090,A.
Oreochromis,23664914,O.
Oreochromis,23671704,O.
Meloidogyne,23682915,M.
Passer,23695379,P.
Papilio,23737327,P.
Scomberomorus,23774068,S.
Myrmeciza,23786305,M.
Gasterosteus,23808695,G.
Bos,23824223,B.
Leptidea,23827501,L.
Triatoma,23850508,T.
Alpheus,23859595,A.
Eulemur,23865455,E.
Sebastes,23865985,S.
Ostrinia,23874914,O.
Wiebesia,23879300,W.
Daphnia,23879327,D.
Bufo,23880535,B.
Anura,23880535,A.
Littorina,23887893,L.
Tigriopus,23902912,T.
Mimus,23906599,M.
Oedaleonotus,23909914,O.
Leptysma,23909914,L.
Dichroplus,23909914,D.
Sinipta,23909914,S.
Cornops,23909914,C.
Drosophila,23909914,D.
Altica,23927410,A.
Euphydryas,23927539,E.
Paa,23936199,P.
Drosophila,23944628,D.
Lysandra,23954756,L.
Hypophthalmichthys,23957862,H.
Madracis,23967185,M.
Oncorhynchus,23968234,O.
Poecilia,23976979,P.
Andrena,23981167,A.
Globicephala,23990883,G.
Ictalurus,23991936,I.
Anas,23994490,A.
Phyllomedusa,24001221,P.
Anura,24001221,A.
Coridromius,24021406,C.
Drosophila,24039910,D.
Phratora,24040084,P.
Triatoma,24041592,T.
Drosophila,24043293,D.
Phytomyza,24058509,P.
Midas,24086393,M.
Amphilophus,24086393,A.
Gila,24096056,G.
Moapa,24096056,M.
Acrocheilus,24096056,A.
Barbus,24103005,B.
Drosophila,24118420,D.
Bothrops,24140980,B.
Squamata,24140980,S.
Serra,24140980,S.
Noctilio,24149076,N.
Lepus,24149657,L.
Neotoma,24152220,N.
Arion,24164457,A.
Carinarion,24164457,C.
Giraffa,24194870,G.
Oophaga,24194888,O.
Sitobion,24205793,S.
Homoptera,24205793,H.
Acipenser,24219811,A.
Ostrinia,24220089,O.
Cataglyphis,24225458,C.
Leptocoris,24237450,L.
Spea,24261446,S.
Drosophila,24265807,D.
Leopardus,24291091,L.
Anura,24304922,A.
Pelophylax,24304922,P.
Dyscophus,24308649,D.
Rhagoletis,24331621,R.
Haliotis,24333918,H.
Tamiasciurus,24351034,T.
Rhagoletis,24351094,R.
Manacus,24373504,M.
Abramis,24383808,A.
Rutilus,24383808,R.
Paralichthys,24390013,P.
Acipenser,24410899,A.
Passer,24415954,P.
Stenella,24421898,S.
Bos,24436206,B.
Channa,24438305,C.
Apis,24443879,A.
Anopheles,24443885,A.
Hyrcanus,24443885,H.
Peromyscus,24445420,P.
Mus,24445420,M.
Rattus,24445420,R.
Muscardinus,24446300,M.
Vipera,24447270,V.
Alosa,24450302,A.
Megalobrama,24450716,M.
Parabramis,24450716,P.
Microtus,24450982,M.
Clarias,24453842,C.
Drosophila,24460929,D.
Canis,24466077,C.
Lutzomyia,24473807,L.
Pseudacris,24475782,P.
Hyalinobatrachium,24491102,H.
Anura,24491102,A.
Nilaparvata,24504629,N.
Laodelphax,24504629,L.
Sogatella,24504629,S.
Drosophila,24526311,D.
Lepus,24548010,L.
Anopheles,24581355,A.
Hyrcanus,24581355,H.
Argyrosomus,24582737,A.
Lolliguncula,24586371,L.
Poecile,24613306,P.
Pantosteus,24619087,P.
Catostomus,24619087,C.
Ovis,24629771,O.
Helicoverpa,24632377,H.
Heliothis,24632377,H.
Xenopus,24632377,X.
Drosophila,24651406,D.
Alouatta,24668503,A.
Gryllus,24678642,G.
Capreolus,24697866,C.
Dryas,24697866,D.
Steinernema,24698548,S.
Anastrepha,24702958,A.
Glossina,24709401,G.
Bufo,24713825,B.
Drosophila,24723419,D.
Etheostoma,24724945,E.
Dendroctonus,24736784,D.
Neotoma,24737782,N.
Drosophila,24743238,D.
Chaetodon,24750170,C.
Cottus,24750456,C.
Argyrosomus,24753154,A.
Drosophila,24773151,D.
Setophaga,24779396,S.
Tamias,24781803,T.
Mytilus,24788603,M.
Haliotis,24794582,H.
Myxobolus,24811066,M.
Gonioctena,24821620,G.
Musca,24824066,M.
Neolucanus,24837623,N.
Tetranychus,24865602,T.
Eukoenenia,24870312,E.
Oligonychus,24871093,O.
Pelophylax,24885008,P.
Zosterops,24885807,Z.
Graomys,24894511,G.
Lucania,24898707,L.
Oryzias,24898707,O.
Hexagrammos,24903212,H.
Hadena,24905986,H.
Tragelaphus,24906427,T.
Mytilus,24913446,M.
Drosophila,24920013,D.
Lagothrix,24931730,L.
Lagotrix,24931730,L.
Homo,24932746,H.
Ficus,24938182,F.
Anairetes,24943893,A.
Phelsuma,24963708,P.
Cobitis,24971792,C.
Aedes,25041755,A.
Anopheles,25060488,A.
Planococcus,25091548,P.
Anopheles,25098711,A.
Lepus,25113393,L.
Poecile,25138643,P.
Ranitomeya,25158807,R.
Ascaris,25162694,A.
Trichuris,25162694,T.
Enterobius,25162694,E.
Strongyloides,25162694,S.
Drosophila,25163510,D.
Pyrrhalta,25172230,P.
Spodoptera,25177934,S.
Callithrix,25186076,C.
Caenorhabditis,25196892,C.
Helicoverpa,25219305,H.
Plutella,25219305,P.
Chelonoidis,25223395,C.
Pseudemoia,25242002,P.
Squamata,25242002,S.
Leopardus,25250657,L.
Astatotilapia,25256664,A.
Hoplias,25263542,H.
Mytilus,25268856,M.
Salamandrina,25269625,S.
Capreolus,25271423,C.
Abudefduf,25283736,A.
Nomascus,25290445,N.
Hylobates,25290445,H.
Rana,25308955,R.
Pauropsalta,25320773,P.
Crocodylus,25335559,C.
Macaca,25341523,M.
Saimiri,25348174,S.
Drosophila,25352540,D.
Prodoxus,25403722,P.
Amphiprion,25414094,A.
Tigriopus,25415967,T.
Drosophila,25417008,D.
Xiphophorus,25433083,X.
Stigmaeopsis,25433761,S.
Haemonchus,25449043,H.
Cyprinus,25470283,C.
Carassius,25470283,C.
Bactrocera,25471905,B.
Mus,25512534,M.
Crotalus,25534232,C.
Drosophila,25611516,D.
Partamona,25612643,P.
Drosophila,25616143,D.
Spermophilus,25617768,S.
Urocitellus,25617768,U.
Cyprinus,25648921,C.
Gallus,25655399,G.
Haliotis,25669609,H.
Caenorhabditis,25692300,C.
Drosophila,25692300,D.
Spodoptera,25694156,S.
Catostomus,25703195,C.
Drosophila,25711309,D.
Martes,25715474,M.
Microtus,25739313,M.
Branchiostoma,25745097,B.
Asymmetron,25745097,A.
Astyanax,25761998,A.
Cherax,25799102,C.
Ogasawara,25801258,O.
Pycnoscelus,25801258,P.
Phodopus,25801302,P.
Oreochromis,25804486,O.
Coptotermes,25806968,C.
Lucania,25811084,L.
Macronectes,25815478,M.
Drosophila,25822261,D.
Psammotettix,25837893,P.
Pocillopora,25848968,P.
Ixodes,25858121,I.
Xenopus,25871511,X.
Anelaphus,25876837,A.
Cyrtophorus,25876837,C.
Euderces,25876837,E.
Neoclytus,25876837,N.
Phymatodes,25876837,P.
Drosophila,25881167,D.
Barbus,25882833,B.
Trachypithecus,25903086,T.
Semnopithecus,25903086,S.
Papio,25903227,P.
Herpetogramma,25912226,H.
Leptodiaptomus,25915059,L.
Gadus,25919195,G.
Heliconius,25930106,H.
Cimex,25952703,C.
Heteroptera,25952703,H.
Heteroptera,25973902,H.
Apolygus,25973902,A.
Orthops,25973902,O.
Stenotus,25973902,S.
Taylorilygus,25973902,T.
Drosophila,25987248,D.
Platycercus,26021439,P.
Violania,26021439,V.
Drosophila,26022241,D.
Carassius,26030976,C.
Sitta,26037653,S.
Iguana,26046351,I.
Triatoma,26047191,T.
Phyllosoma,26047191,P.
Meccus,26047191,M.
Callithrix,26061111,C.
Megalobrama,26075479,M.
Chorthippus,26081018,C.
Hypophthalmichthys,26096550,H.
Caenorhabditis,26102479,C.
Hoplerythrinus,26102558,H.
Crotalus,26107178,C.
Darevskia,26107894,D.
Spermophilus,26107897,S.
Colobotis,26107897,C.
Simulium,26108141,S.
Ips,26112107,I.
Pseudoips,26112107,P.
Tamias,26118639,T.
Meccus,26118997,M.
Mapa,26118997,M.
Timema,26119745,T.
Pagrus,26122335,P.
Acanthopagrus,26122335,A.
Pelophylax,26141702,P.
Drosophila,26155926,D.
Brugia,26199859,B.
Caenorhabditis,26199859,C.
Mytilus,26230080,M.
Chrysoperla,26230311,C.
Piaractus,26245778,P.
Xiphophorus,26254713,X.
Mustelus,26257113,M.
Bos,26260653,B.
Equus,26294133,E.
Pelophylax,26308154,P.
Aedes,26309306,A.
Psorophora,26336224,P.
Anopheles,26336253,A.
Culex,26336296,C.
Daphnia,26351296,D.
Macaca,26354607,M.
Cottus,26354934,C.
Hippocampus,26365616,H.
Canaria,26365616,C.
Culex,26394124,C.
Strongylocentrotus,26398139,S.
Argopecten,26400299,A.
Drosophila,26436586,D.
Poecilimon,26436732,P.
Amblyomma,26438193,A.
Rhinoclemmys,26438937,R.
Meccus,26440301,M.
Haliotis,26447358,H.
Daphnia,26448651,D.
Trichinella,26458526,T.
Neoseiulus,26459378,N.
Aceria,26459378,A.
Ixodes,26460161,I.
Asellus,26462237,A.
Sinularia,26480916,S.
Oncorhynchus,26485525,O.
Drosophila,26511499,D.
Heliconius,26513426,H.
Papilio,26517268,P.
Tetranychus,26530994,T.
Anopheles,26559354,A.
Anopheles,26615027,A.
Eublepharis,26633648,E.
Chrosomus,26650583,C.
Macaca,26660683,M.
Xenopus,26672747,X.
Silurana,26672747,S.
Aedes,26675452,A.
Drosophila,26680200,D.
Spea,26717048,S.
Daphnia,26717418,D.
Nasonia,26721604,N.
Trichinella,26721624,T.
Caenorhabditis,26721896,C.
Hippotragus,26732144,H.
Lutzomyia,26735142,L.
Micropontica,26748267,M.
Daphnia,26779592,D.
Crustacea,26779592,C.
Cladocera,26779592,C.
Epinephelus,26785614,E.
Myzomela,26787267,M.
Epinephelus,26803184,E.
Barbus,26805755,B.
Ranitomeya,26807748,R.
Aythya,26833858,A.
Crassostrea,26846524,C.
Machilis,26869489,M.
Lampetra,26871930,L.
Brachionus,26880148,B.
Cynopterus,26892684,C.
Euterpe,26909625,E.
Rana,26909906,R.
Pterostichus,26914395,P.
Heliconius,26921238,H.
Xiphophorus,26937625,X.
Anopheles,26945783,A.
Catostomus,26959681,C.
Chasmistes,26959681,C.
Deltistes,26959681,D.
Drosophila,26980343,D.
Drosophila,26982327,D.
Ixodes,26984610,I.
Crassostrea,26994291,C.
Anisakis,26995720,A.
Hysterothylacium,26995720,H.
Illex,26995720,I.
Loligo,26995720,L.
Octopus,26995720,O.
Ammodramus,27000833,A.
Heliconius,27003742,H.
Tursiops,27015516,T.
Anisakis,27046418,A.
Hyla,27059098,H.
Fundulus,27062071,F.
Vipera,27068498,V.
Pseudemoia,27087435,P.
Acanthurus,27143241,A.
Crocodylus,27164458,C.
Tigriopus,27172190,T.
Helicoverpa,27173200,H.
Bemisia,27173206,B.
Pristionchus,27189551,P.
Mus,27196872,M.
Darevskia,27246100,D.
Drosophila,27268100,D.
Phaedon,27272669,P.
Bombina,27282112,B.
Anura,27282112,A.
Lineus,27286413,L.
Ficedula,27312694,F.
Squaliobarbus,27317893,S.
Crotalus,27322321,C.
Sistrurus,27322321,S.
Hirundo,27357267,H.
Papilio,27364539,P.
Pelophylax,27368375,P.
Howea,27374779,H.
Nasonia,27380029,N.
Drosophila,27440664,D.
Botia,27442252,B.
Leptobotia,27442252,L.
Sinibotia,27442252,S.
Aedes,27460445,A.
Sistrurus,27460499,S.
Potamotrygon,27470580,P.
Ambloplites,27485592,A.
Aedes,27493253,A.
Formica,27506180,F.
Globicephala,27508496,G.
Oncorhynchus,27530602,O.
Encarsia,27530694,E.
Nasonia,27530694,N.
Drosophila,27530694,D.
Acropora,27555653,A.
Drosophila,27560369,D.
Saimiri,27574183,S.
Cataglyphis,27591172,C.
Caenorhabditis,27593534,C.
Nacella,27598461,N.
Ircinia,27599575,I.
Delphinus,27599576,D.
Pundamilia,27613570,P.
Victoria,27613570,V.
Phodopus,27628130,P.
Gallus,27628130,G.
Coturnix,27628130,C.
Lumbricus,27639480,L.
Magicicada,27661077,M.
Anopheles,27661465,A.
Helicoverpa,27661785,H.
Ciona,27662427,C.
Acipenser,27692499,A.
Bucrates,27715412,B.
Drosophila,27715417,D.
Xenopus,27728911,X.
Drosophila,27729433,D.
Salmo,27730636,S.
Setophaga,27732753,S.
Pundamilia,27770466,P.
Carcharhinus,27774596,C.
Drosophila,27821433,D.
Anguilla,27827390,A.
Theileria,27840256,T.
Bos,27840256,B.
Cyprinus,27859297,C.
Schistosoma,27861520,S.
Urosaurus,27864892,U.
Haemulon,27873385,H.
Operophtera,27876095,O.
Drosophila,27883252,D.
Papilio,27900827,P.
Squalius,27906993,S.
Drosophila,27913636,D.
Pelodiscus,27993704,P.
Epinephelus,28005961,E.
Triatoma,28005972,T.
Pipilo,28009485,P.
Laricobius,28028083,L.
Adelges,28028083,A.
Gallotia,28040775,G.
Caenorhabditis,28064190,C.
Colossoma,28067606,C.
Piaractus,28067606,P.
Pholeter,28085945,P.
Bathymodiolus,28086786,B.
Drosophila,28091568,D.
Oecanthus,28096428,O.
Neodiprion,28103815,N.
Gyrodactylus,28105680,G.
Salmo,28105680,S.
Campylomormyrus,28108418,C.
Gnathonemus,28108418,G.
Mormyrus,28108418,M.
Hippopotamyrus,28108418,H.
Alectoris,28114306,A.
Gasterosteus,28118391,G.
Tagus,28118391,T.
Limia,28118391,L.
Lepus,28120863,L.
Lutrogale,28128366,L.
Aonyx,28128366,A.
Lutra,28128366,L.
Amblonyx,28128366,A.
Anopheles,28148817,A.
Culex,28148817,C.
Abudefduf,28160340,A.
Bacillus,28165062,B.
Radiata,28165062,R.
Diuraphis,28199674,D.
Drosophila,28207793,D.
Caenorhabditis,28209763,C.
Schistosoma,28215207,S.
Conus,28215573,C.
Periophthalmus,28239874,P.
Epinephelus,28252178,E.
Xenopus,28283406,X.
Drosophila,28315830,D.
Chilo,28338099,C.
Xiphophorus,28345808,X.
Chironomus,28359994,C.
Drosophila,28360394,D.
Porites,28366817,P.
Cottus,28390096,C.
Anopheles,28417969,A.
Aedes,28419266,A.
Stegomyia,28419266,S.
Drosophila,28431021,D.
Alopia,28437577,A.
Lepomis,28444733,L.
Passer,28446700,P.
Drosophila,28467464,D.
Huso,28490748,H.
Acipenser,28490748,A.
Drosophila,28492967,D.
Helicoverpa,28498959,H.
Formica,28503905,F.
Oratosquilla,28512346,O.
Crustacea,28512346,C.
Brontispa,28533374,B.
Ammodytes,28582394,A.
Anastrepha,28586142,A.
Trichomonas,28603223,T.
Mycoplasma,28603223,M.
Neotibicen,28610271,N.
Pangasianodon,28635581,P.
Clarias,28635581,C.
Pterois,28637254,P.
Helicoverpa,28651661,H.
Hexagrammos,28678883,H.
Enallagma,28744900,E.
Bufo,28752635,B.
Lepus,28767659,L.
Diaeretiella,28770687,D.
Etheostoma,28776645,E.
Culex,28803842,C.
Anopheles,28810861,A.
Terebratulina,28821797,T.
Camarhynchus,28833876,C.
Philornis,28833876,P.
Drosophila,28854624,D.
Anopheles,28860320,A.
Drosophila,28860320,D.
Drosophila,28873409,D.
Spodoptera,28881955,S.
Encarsia,28902188,E.
Peromyscus,28902189,P.
Darevskia,28931071,D.
Stenocephalemys,28963084,S.
Helicoverpa,28973714,H.
Pelodiscus,28973716,P.
Anguilla,28990671,A.
Ectropis,29029204,E.
Meloidogyne,29036290,M.
Drosophila,29046402,D.
Carassius,29057976,C.
Caenorhabditis,29066469,C.
Arion,29097725,A.
Drosophila,29098691,D.
Ostrinia,29105878,O.
Drosophila,29109277,D.
Haliotis,29127030,H.
Cranioleuca,29134710,C.
Trichoderma,29146930,T.
Daphnia,29166859,D.
Geospiza,29170277,G.
Cechenena,29176771,C.
Macaca,29186474,M.
Catostomus,29193550,C.
Abramis,29218717,A.
Rutilus,29218717,R.
Neotoma,29225026,N.
Peromyscus,29231989,P.
Triatoma,29260653,T.
Aegithalos,29262786,A.
Luscinia,29319911,L.
Xenopus,29320479,X.
Drosophila,29321367,D.
Tigriopus,29329459,T.
Carassius,29360831,C.
Eisenia,29370238,E.
Eublepharis,29422546,E.
Iguana,29471487,I.
Eustatius,29471487,E.
Pangasianodon,29491444,P.
Clarias,29491444,C.
Apostichopus,29492749,A.
Melinaea,29495006,M.
Corvus,29500409,C.
Myiothlypis,29522515,M.
Liolaemus,29555296,L.
Sebastes,29566070,S.
Liolaemus,29577500,L.
Luscinia,29603471,L.
Egernia,29603473,E.
Pelophylax,29609661,P.
Macaca,29614345,M.
Drosophila,29684059,D.
Solea,29713088,S.
Pieris,29718495,P.
Bos,29762711,B.
Drosophila,29777168,D.
Polyergus,29785626,P.
Formica,29785626,F.
Gasterosteus,29791436,G.
Oreochromis,29852253,O.
Tilapia,29852253,T.
Anopheles,29860336,A.
Canis,29889268,C.
Oratosquilla,29948633,O.
Micropterus,29959774,M.
Fasciola,29964059,F.
Rhipicephalus,29986760,R.
Drosophila,29995860,D.
Anarhichas,30001499,A.
Spheniscus,30010804,S.
Daphnia,30024954,D.
Lepus,30056805,L.
Drosophila,30059505,D.
Trichoplax,30063702,T.
Hoilungia,30063702,H.
Salmo,30101494,S.
Ammospiza,30101975,A.
Anopheles,30102363,A.
Glossina,30105964,G.
Bos,30117205,B.
Tragelaphus,30121341,T.
Triturus,30127083,T.
Drosophila,30135116,D.
Anasa,30165456,A.
Drosophila,30174184,D.
Haemonchus,30176949,H.
Crassostrea,30184067,C.
Schistosoma,30185248,S.
Tanakia,30192806,T.
Crossoptilon,30218774,C.
Stenella,30218775,S.
Delphinus,30218775,D.
Eisenia,30240427,E.
Bactrocera,30247661,B.
Lacerta,30258107,L.
Bemisia,30265339,B.
Pungitius,30272243,P.
Lepus,30286121,L.
Anomaloglossus,30292694,A.
Triatoma,30296602,T.
Somatochlora,30310089,S.
Anisoptera,30310089,A.
Warramaba,30313819,W.
Plutella,30321345,P.
Labeotropheus,30367138,L.
Macaca,30387553,M.
Drosophila,30402909,D.
Vermivora,30404868,V.
Setophaga,30404868,S.
Oenanthe,30421480,O.
Anopheles,30447117,A.
Drosophila,30456532,D.
Coptotermes,30462223,C.
Epinephelus,30463174,E.
Bacillus,30463174,B.
Ophioderma,30468939,O.
Drosophila,30503619,D.
Aspidoscelis,30562610,A.
Gryllus,30566487,G.
Daphnia,30582761,D.
Darevskia,30594123,D.
Luscinia,30597549,L.
Jacana,30597557,J.
Bufo,30609055,B.
Plegadis,30614583,P.
Puna,30614583,P.
Belonocnema,30667065,B.
Aedes,30668724,A.
Aedes,30668807,A.
Caenorhabditis,30670540,C.
Schistosoma,30673782,S.
Gloydius,30718614,G.
Drosophila,30723102,D.
Clitarchus,30724419,C.
Loxopholis,30731120,L.
Sphyrapicus,30739372,S.
Hypsiboas,30742734,H.
Ficus,30753744,F.
Valisia,30753744,V.
Tanakia,30763376,T.
Pronodularia,30763376,P.
Nodularia,30763376,N.
Alectoris,30778564,A.
Drosophila,30788506,D.
Epinephelus,30790662,E.
Triatoma,30793690,T.
Myodes,30813911,M.
Schistosoma,30821247,S.
Salaria,30831270,S.
Barbus,30844445,B.
Tigris,30844445,T.
Capoeta,30844445,C.
Astyanax,30867523,A.
Spodoptera,30868715,S.
Ectropis,30869176,E.
Melinaea,30873614,M.
Drosophila,30900533,D.
Oophaga,30912970,O.
Anopheles,30914785,A.
Solenopsis,30916749,S.
Camponotus,30916749,C.
Sphyrna,30940019,S.
Henneguya,30941825,H.
Ictalurus,30941825,I.
Bactrocera,30955213,B.
Drosophila,30955213,D.
Drosophila,30957216,D.
Anopheles,30971230,A.
Oreochromis,30974200,O.
Alcolapia,30974200,A.
Carcharhinus,30981810,C.
Drosophila,30986215,D.
Tursiops,30990845,T.
Delphinus,30990845,D.
Pachyptila,31028398,P.
Drosophila,31038678,D.
Cataglyphis,31063272,C.
Caenorhabditis,31064822,C.
Anopheles,31066895,A.
Hyrcanus,31066895,H.
Trichomonas,31082541,T.
Pelteobagrus,31092672,P.
Salmo,31111501,S.
Hypophthalmus,31121309,H.
Meccus,31124236,M.
Chorthippus,31127969,C.
Salmo,31128294,S.
Schizothorax,31148539,S.
Percocypris,31148539,P.
Chrysochus,31162735,C.
Liolaemus,31170522,L.
Squamata,31170522,S.
Philornis,31185871,P.
Camarhynchus,31185871,C.
Centropomus,31188085,C.
Schistosoma,31251352,S.
Rhinolophus,31252069,R.
Pelobates,31254307,P.
Cataglyphis,31263177,C.
Rhinolophus,31276779,R.
Anopheles,31288705,A.
Ixodes,31327746,I.
Catharus,31330265,C.
Tachysurus,31331524,T.
Heliconius,31334832,H.
Aphelocoma,31340859,A.
Pelophylax,31382876,P.
Drosophila,31385638,D.
Pinctada,31388098,P.
Culex,31411773,C.
Torymus,31422419,T.
Dryocosmus,31422419,D.
Setophaga,31430391,S.
Gila,31431737,G.
Trichechus,31460594,T.
